-149.95038,61.13712,"McDonalds-Anchorage,AK","3828 W Dimond Blvd, Anchorage,AK, (907) 248-0597"
-149.93538,61.18167,"McDonalds-Anchorage,AK","4350 Spenard Rd, Anchorage,AK, (907) 243-5122"
-149.89821,61.19517,"McDonalds-Anchorage,AK","800 W Northern Lights Blvd, Anchorage,AK, (907) 561-5525"
-149.88295,61.19245,"McDonalds-Anchorage,AK","3101 A St, Anchorage,AK, (907) 561-5137"
-149.8707,61.1882,"McDonalds-Anchorage,AK","701 E 36th Ave, Anchorage,AK, (907) 563-0658"
-149.863246,61.139884,"McDonalds-Anchorage,AK","8915 Old Seward Hwy, Anchorage,AK, (907) 344-4231"
-149.85783,61.10851,"McDonalds-Anchorage,AK","1320 Huffman Rd, Anchorage,AK, (907) 345-5932"
-149.83444,61.13831,"McDonalds-Anchorage,AK","9100 Lake Otis Pky, Anchorage,AK, (907) 349-0285"
-149.83238,61.18098,"McDonalds-Anchorage,AK","2601 E Tudor Rd, Anchorage,AK, (907) 562-2108"
-149.823,61.21997,"McDonalds-Anchorage,AK","3006 Mountain View Dr, Anchorage,AK, (907) 274-5686"
-149.77527,61.20958,"McDonalds-Anchorage,AK","5716 Debarr Rd, Anchorage,AK, (907) 333-0413"
-149.73334,61.19342,"McDonalds-Anchorage,AK","3035 Muldoon Rd, Anchorage,AK, (907) 338-7377"
-149.73325,61.2214,"McDonalds-Anchorage,AK","255 Muldoon Rd, Anchorage,AK, (907) 337-0810"
-149.868307,61.140133,"McDonalds-Anchorage,AK","8900 Old Seward Hwy [WM #2071], Anchorage,AK, (907) 344-5831"
-149.57065,61.32718,"McDonalds-Eagle River,AK","11808 Old Glenn Hwy, Eagle River,AK, (907) 694-4500"
-147.759108,64.837296,"McDonalds-Fairbanks,AK","1930 Airport Way, Fairbanks,AK, (907) 452-4600"
-147.72212,64.845202,"McDonalds-Fairbanks,AK","449 Harold Bentley Ave, Fairbanks,AK, (907) 451-0770"
-147.819273,64.849041,"McDonalds-Fairbanks,AK","3905 Geist Rd, Fairbanks,AK, (907) 474-2010"
-151.524957,59.643229,"McDonalds-Homer,AK","3656 Ben Walters Ln, Homer,AK, (907) 235-5400"
-151.23495,60.56003,"McDonalds-Kenai,AK","10447 Kenai Spur Hwy, Kenai,AK, (907) 283-4008"
-147.35199,64.757133,"McDonalds-North Pole,AK","352 N Santa Claus Ln, North Pole,AK, (907) 488-7779"
-149.12404,61.59801,"McDonalds-Palmer,AK","600 W Daron Dr, Palmer,AK, (907) 746-0335"
-151.06976,60.48315,"McDonalds-Soldotna,AK","44420 Sterling Hwy, Soldotna,AK, (907) 262-1074"
-149.36041,61.56897,"McDonalds-Wasilla,AK","1350 S Seward Meridian Pky, Wasilla,AK"
-149.429849,61.580705,"McDonalds-Wasilla,AK","801 E Parks Hwy, Wasilla,AK, (907) 376-4433"
-86.96323,33.61071,"McDonalds-Adamsville,AL","5721 Veterans Memorial Pkwy, Adamsville,AL, (205) 674-7288"
-86.81177,33.26258,"McDonalds-Alabaster,AL","1499 1st St N, Alabaster,AL, (205) 664-3761"
-86.805218,33.228322,"McDonalds-Alabaster,AL","205 S Colonial Dr, Alabaster,AL, (205) 621-2805"
-86.20708,34.2767,"McDonalds-Albertville,AL","7375 Us Hwy 431, Albertville,AL, (256) 878-6755"
-85.95846,32.92119,"McDonalds-Alexander City,AL","4094 Highway 280, Alexander City,AL, (256) 329-1283"
-86.39416,34.11883,"McDonalds-Altoona,AL","87134 Us Hwy 278, Altoona,AL, (205) 466-5211"
-86.51839,31.27594,"McDonalds-Andalusia,AL","315 W Byp, Andalusia,AL, (334) 222-7875"
-85.82663,33.66911,"McDonalds-Anniston,AL","1901 Quintard Ave, Anniston,AL, (256) 236-5224"
-85.81804,33.71946,"McDonalds-Anniston,AL","5550 Mcclellan Blvd, Anniston,AL, (256) 820-0038"
-85.78884,33.6291,"McDonalds-Anniston,AL","3424 Greenbrier Dear Dr, Anniston,AL, (256) 832-4543"
-86.50283,34.32584,"McDonalds-Arab,AL","700 N Brandlee Pkwy, Arab,AL, (256) 586-8792"
-86.84025,34.99181,"McDonalds-Ardmore,AL","26862 Main St, Ardmore,AL, (256) 423-3663"
-85.82625,33.27559,"McDonalds-Ashland,AL","83690 Hwy 9, Ashland,AL, (256) 354-2339"
-86.95088,34.80485,"McDonalds-Athens,AL","103 Us 31 N, Athens,AL, (256) 233-1275"
-86.93826,34.78282,"McDonalds-Athens,AL","1529 Us 72 E, Athens,AL, (256) 232-1927"
-87.49385,31.00651,"McDonalds-Atmore,AL","1414 S Main St, Atmore,AL, (251) 368-2267"
-86.07735,34.01812,"McDonalds-Attalla,AL","610 Cleveland Ave, Attalla,AL, (256) 538-1107"
-85.5052,32.56097,"McDonalds-Auburn,AL","2372 College St, Auburn,AL, (334) 502-8900"
-85.48354,32.60663,"McDonalds-Auburn,AL","224 West Magnolia Ave, Auburn,AL, (334) 821-7185"
-85.44573,32.62495,"McDonalds-Auburn,AL","1634 Opelika Hwy, Auburn,AL, (334) 821-5303"
-87.78384,30.87913,"McDonalds-Bay Minette,AL","98 McMeans Ave, Bay Minette,AL, (251) 937-2611"
-86.9986,33.36264,"McDonalds-Bessemer,AL","765 Academy Dr, Bessemer,AL, (205) 425-4727"
-86.96937,33.39583,"McDonalds-Bessemer,AL","911 9th Ave N, Bessemer,AL, (205) 428-9768"
-86.92224,33.33711,"McDonalds-Bessemer,AL","1195 Greenmor Dr, Bessemer,AL, (205) 425-6200"
-86.89285,33.56157,"McDonalds-Birmingham,AL","1309 Forestdale Blvd, Birmingham,AL, (205) 798-2896"
-86.87868,33.4953,"McDonalds-Birmingham,AL","2201 Bessemer Hwy, Birmingham,AL, (205) 780-5841"
-86.84708,33.50003,"McDonalds-Birmingham,AL","732 Lomb Ave Sw, Birmingham,AL, (205) 787-6245"
-86.8397,33.48048,"McDonalds-Birmingham,AL","801 Dennison Ave, Birmingham,AL, (205) 323-5387"
-86.82769,33.54057,"McDonalds-Birmingham,AL","1700 Finley Blvd, Birmingham,AL, (205) 254-3646"
-86.81908,33.55394,"McDonalds-Birmingham,AL","3220 26th St N, Birmingham,AL, (205) 324-8945"
-86.807791,33.504646,"McDonalds-Birmingham,AL","1501 5th Ave S, Birmingham,AL, (205) 933-1650"
-86.80019,33.53363,"McDonalds-Birmingham,AL","3013 12th Ave N, Birmingham,AL, (205) 324-5005"
-86.79087,33.49071,"McDonalds-Birmingham,AL","2001 Montgomery Hwy, Birmingham,AL, (205) 930-9777"
-86.78817,33.50977,"McDonalds-Birmingham,AL","2733 8th Ave, Birmingham,AL, (205) 324-5892"
-86.74863,33.54354,"McDonalds-Birmingham,AL","5904 1st Ave N, Birmingham,AL, (205) 592-2671"
-86.73994,33.38369,"McDonalds-Birmingham,AL","2640 Valleydale Rd, Birmingham,AL, (205) 408-7448"
-86.7215,33.52553,"McDonalds-Birmingham,AL","1569 Montclair Rd, Birmingham,AL, (205) 956-9666"
-86.69884,33.5886,"McDonalds-Birmingham,AL","9248 Parkway E [WM#762], Birmingham,AL, (205) 833-9665"
-86.811501,33.52029,"McDonalds-Birmingham,AL","4625 Hwy 280 S, Birmingham,AL, (205) 991-3086"
-86.69656,33.58819,"McDonalds-Birmingham,AL","200 Gadsden Rd, Birmingham,AL, (205) 833-5149"
-86.68365,33.63668,"McDonalds-Birmingham,AL","1907 Center Point Rd, Birmingham,AL, (205) 854-4362"
-86.68185,33.41874,"McDonalds-Birmingham,AL","Hwy US 280 [WM#2111], Birmingham,AL, (205) 980-4948"
-86.603996,33.620972,"McDonalds-Birmingham,AL","5919 Trussville Crossing [WM# 2713], Birmingham,AL, (205) 661-0225"
-86.15069,34.19869,"McDonalds-Boaz,AL","861 Us Hwy 431 S, Boaz,AL, (256) 593-1015"
-87.07977,31.09949,"McDonalds-Brewton,AL","464 South Blvd, Brewton,AL, (251) 867-4540"
-86.952764,33.42752,"McDonalds-Brighton,AL","3633 Jaybird Rd, Brighton,AL, (205) 428-3837"
-86.74985,33.14685,"McDonalds-Calera,AL","706 Supercenter Dr, Calera,AL, (205) 668-7588"
-85.66817,34.16015,"McDonalds-Centre,AL","650 Cedar Bluff Rd, Centre,AL, (256) 927-4200"
-87.14207,32.94485,"McDonalds-Centreville,AL","187 Walnut St, Centreville,AL, (205) 926-6186"
-86.63385,33.34814,"McDonalds-Chelsea,AL","16758 Us Hwy 280, Chelsea,AL, (205) 678-0505"
-86.35069,33.26488,"McDonalds-Childersburg,AL","33785 Us Hwy 280, Childersburg,AL, (256) 378-5977"
-86.60887,32.81881,"McDonalds-Clanton,AL","1415 7th St S, Clanton,AL, (205) 280-0159"
-86.57607,32.8011,"McDonalds-Clanton,AL","2250 7th St S, Clanton,AL, (205) 755-8411"
-86.615891,33.179848,"McDonalds-Columbiana,AL","301 W College St, Columbiana,AL, (205) 669-7710"
-87.44804,33.17606,"McDonalds-Cottondale,AL","6501 Interstate Ln, Cottondale,AL, (205) 507-0700"
-86.87543,34.20702,"McDonalds-Cullman,AL","6065 Al Highway 157, Cullman,AL, (256) 734-4258"
-86.83668,34.1629,"McDonalds-Cullman,AL","1425 2nd Ave Sw, Cullman,AL, (256) 734-4073"
-85.73031,32.82105,"McDonalds-Dadeville,AL","17956 Highway 280, Dadeville,AL, (256) 825-8744"
-85.71279,31.30934,"McDonalds-Daleville,AL","575 N Daleville Ave, Daleville,AL, (334) 598-6072"
-87.91231,30.6496,"McDonalds-Daphne,AL","29138 Us 98, Daphne,AL, (251) 621-3596"
-87.901512,30.603901,"McDonalds-Daphne,AL","29919 Woodrow Lane, Daphne,AL, (251) 626-9909"
-87.01302,34.57255,"McDonalds-Decatur,AL","2225 Danville Rd Sw, Decatur,AL, (256) 350-7083"
-86.98017,34.5892,"McDonalds-Decatur,AL","1208 6th Ave Se, Decatur,AL, (256) 353-8911"
-86.9087,34.5359,"McDonalds-Decatur,AL","3342 Point Mallard Pky Se, Decatur,AL, (256) 584-6886"
-87.83765,32.50487,"McDonalds-Demopolis,AL","1111 Walnut St, Demopolis,AL, (334) 289-3069"
-86.883972,34.041569,"McDonalds-Dodge City,AL","231 Hwy 69 S, Dodge City,AL, (256) 287-9543"
-87.065994,33.759327,"McDonalds-Dora,AL","2445 Hwy 78, Dora,AL, (205) 648-3673"
-85.42768,31.24592,"McDonalds-Dothan,AL","3520 Ross Clark Cir, Dothan,AL, (334) 792-0313"
-85.4002,31.22511,"McDonalds-Dothan,AL","619 W Main St, Dothan,AL, (334) 793-1625"
-85.39758,31.18968,"McDonalds-Dothan,AL","2101 Ross Clark Cir, Dothan,AL, (334) 794-0221"
-85.38914,31.25415,"McDonalds-Dothan,AL","2251 Reeves St, Dothan,AL, (334) 702-8338"
-85.36078,31.21709,"McDonalds-Dothan,AL","1081 Ross Clark Cir, Dothan,AL, (334) 677-0779"
-86.90779,33.49959,"McDonalds-Ensley,AL","3520 Avenue E, Ensley,AL, (205) 780-4146"
-85.86459,31.33361,"McDonalds-Enterprise,AL","600 Boll Weevil Circle [WM # 734], Enterprise,AL, (334) 393-6679"
-85.86223,31.33399,"McDonalds-Enterprise,AL","652 US Hwy 84 Byp, Enterprise,AL, (334) 347-3417"
